County Code,District Code,School Code,County Name,District Name,School Name,Grade Span,StudentDeviceRation,InternetSpeed,RecommendedInternetSpeed,MetRecommendedSpeed,ConnectivityBetweenSchools,RecommendedConnectivity,MetRecommendedConnectivity,ValidScores_Math,ParticipationPercent_Math,SchoolPerformance_Math,DistrictPerformance_Math,StatePerformance_Math,ProfRateFederalAccountability_Math,AnnualTarget_Math,MetTarget_Math,ValidScores_ELA,ParticipationPercent_ELA,SchoolPerformance_ELA,DistrictPerformance_ELA,StatePerformance_ELA,ProfRateFederalAccountability_ELA,AnnualTarget_ELA,MetTarget_ELA,Percent_white,Percent_blck,Percent_hisp,Percent_asian,Percent_econdis
7,260,15,CAMDEN,BELLMAWR BORO,BELL OAKS UPPER ELEMENTARY SCHOOL,05-08,1:1.2,82.5,100 kbps,No,N,Fiber,No,424,96.2,33.70,35.70,43.5,33.7,44.4,Not Met,422,96.6,47.30,48.70,54.9,47.3,54.3,Not Met,66.8,3.0,15.2,10.2,47.5
7,260,20,CAMDEN,BELLMAWR BORO,BELLMAWR PARK ELEMENTARY SCHOOL,PK-04,1:0.3,82.5,100 kbps,No,N,Fiber,No,121,98.5,43.00,35.70,43.5,43,32.3,Met Target,121,98.5,56.20,48.70,54.9,56.2,50.1,Met Target,62.4,4.3,18.7,9.9,51.1
80,6182,913,CHARTERS,International Academy of Trenton Charter School,International Academy of Trenton Charter School,KG-05,1:0.2,84.7,100 kbps,No,N,Fiber,No,212,92.6,*,*,43.5,*,12.3,Not Met,213,93.0,11.30,11.30,54.9,11.1,18.3,Not Met,,69.9,29.7,0.2,100.0
11,1460,70,CUMBERLAND,FAIRFIELD TWP,Fairfield Township School,PK-08,1:0.7,84.9,100 kbps,No,Fiber,Fiber,Yes,317,97.5,*,*,43.5,*,11.3,Met Target†,318,97.8,16.10,16.10,54.9,16.1,18.5,Met Target†,11.7,54.5,23.6,0.5,17.3
3,4410,30,BERGEN,RIVER EDGE BORO,Cherry Hill School,PK-06,1:1.3,84.9,100 kbps,No,N,Fiber,No,345,98.9,79.70,75.40,43.5,79.7,80,Met Target†,345,99.2,83.20,82.10,54.9,83.2,80,Met Goal,46.1,2.1,8.5,40.5,
3,4410,50,BERGEN,RIVER EDGE BORO,Roosevelt School,KG-06,1:1.4,84.9,100 kbps,No,N,Fiber,No,269,97.9,69.90,75.40,43.5,69.9,76.3,Not Met,269,97.9,80.60,82.10,54.9,80.6,78.1,Met Goal,62.0,1.0,8.3,25.8,
23,1170,120,MIDDLESEX,EAST BRUNSWICK TWP,Memorial Elementary School,PK-05,1:0.4,87.1,100 kbps,No,Fiber,Fiber,Yes,208,97.8,68.80,63.90,43.5,68.8,66.6,Met Target,208,97.8,70.20,74.60,54.9,70.2,68.9,Met Target,57.5,4.2,4.9,30.2,18.4
23,1170,100,MIDDLESEX,EAST BRUNSWICK TWP,Lawrence Brook Elementary School,PK-05,1:0.4,87.1,100 kbps,No,Fiber,Fiber,Yes,180,98.5,70.00,63.90,43.5,70,73.1,Met Target†,180,95.5,76.10,74.60,54.9,76.1,75.8,Met Target,51.8,3.0,9.4,32.1,27.4
23,1170,90,MIDDLESEX,EAST BRUNSWICK TWP,Irwin Elementary School,PK-05,1:0.5,87.1,100 kbps,No,Fiber,Fiber,Yes,224,97.6,72.80,63.90,43.5,72.8,74.3,Met Target†,224,96.4,71.90,74.60,54.9,71.9,71.6,Met Target,45.8,5.8,6.1,38.7,21.3
23,1170,70,MIDDLESEX,EAST BRUNSWICK TWP,Central Elementary School,PK-05,1:0.5,87.1,100 kbps,No,Fiber,Fiber,Yes,210,97.0,66.70,63.90,43.5,66.7,65.3,Met Target,210,96.5,78.60,74.60,54.9,78.6,67.2,Met Target,54.5,5.2,8.0,30.0,14.1
23,1170,60,MIDDLESEX,EAST BRUNSWICK TWP,Bowne-Munro Elementary School,PK-05,1:0.6,87.1,100 kbps,No,Fiber,Fiber,Yes,96,95.4,69.80,63.90,43.5,69.8,69.1,Met Target,96,95.4,76.00,74.60,54.9,76,71.9,Met Target,69.0,3.3,9.5,14.3,17.6
23,1170,138,MIDDLESEX,EAST BRUNSWICK TWP,Warnsdorfer Elementary School,PK-05,1:0.4,87.1,100 kbps,No,Fiber,Fiber,Yes,245,98.4,82.80,63.90,43.5,82.8,80,Met Goal,245,98.4,78.40,74.60,54.9,78.4,77.5,Met Target,56.7,2.8,1.7,38.3,6.3
23,1170,50,MIDDLESEX,EAST BRUNSWICK TWP,East Brunswick High School,10-12,1:0.4,87.1,100 kbps,No,Fiber,Fiber,Yes,187,33.8,25.10,63.90,43.5,*,29.8,Not Met,201,30.3,47.70,74.60,54.9,14.5,50.8,Not Met,55.0,4.5,7.4,32.7,14.6
23,1170,56,MIDDLESEX,EAST BRUNSWICK TWP,Hammarskjold Middle School,06-07,1:0.6,87.1,100 kbps,No,Fiber,Fiber,Yes,1119,97.2,64.50,63.90,43.5,64.5,69.6,Not Met,1121,96.9,76.30,74.60,54.9,76.3,75.3,Met Target,52.5,5.9,6.1,34.4,15.1
23,1170,130,MIDDLESEX,EAST BRUNSWICK TWP,Frost Elementary School,PK-05,1:0.6,87.1,100 kbps,No,Fiber,Fiber,Yes,205,96.3,81.50,63.90,43.5,81.5,79.3,Met Goal,205,95.9,81.50,74.60,54.9,81.5,80,Met Goal,54.8,4.1,1.9,37.0,11.4
23,1170,55,MIDDLESEX,EAST BRUNSWICK TWP,Churchill Jr High School,08-09,1:0.6,87.1,100 kbps,No,Fiber,Fiber,Yes,1222,95.6,58.50,63.90,43.5,58.5,58.5,Met Target,1225,95.0,75.70,74.60,54.9,75.7,71.1,Met Target,52.1,5.2,6.2,35.7,15.8
23,1170,125,MIDDLESEX,EAST BRUNSWICK TWP,Chittick Elementary School,PK-05,1:0.4,87.1,100 kbps,No,Fiber,Fiber,Yes,208,91.7,61.10,63.90,43.5,59.4,61.5,Met Target†,208,91.3,76.00,74.60,54.9,73.9,74,Met Target†,49.3,5.1,10.0,31.5,22.0
25,1490,50,MONMOUTH,FARMINGDALE BORO,Farmingdale Elementary,PK-08,1:1.2,89.3,100 kbps,No,N,Fiber,No,90,93.9,44.40,44.40,43.5,43.9,46.2,Met Target†,90,93.9,61.10,61.10,54.9,60.3,58.9,Met Target,74.4,10.7,11.3,1.2,26.8
7,800,85,CAMDEN,CHERRY HILL TWP,James Johnson Elementary School,KG-05,1:2.6,89.8,100 kbps,No,Fiber,Fiber,Yes,199,98.7,47.70,53.20,43.5,47.7,48.9,Met Target†,199,98.6,54.30,67.80,54.9,54.3,54.3,Met Target,46.0,12.0,19.2,19.7,28.8
7,800,100,CAMDEN,CHERRY HILL TWP,Joseph D. Sharp Elementary School,KG-05,1:1.5,89.8,100 kbps,No,Fiber,Fiber,Yes,155,98.8,81.90,53.20,43.5,81.9,80,Met Goal,155,98.8,78.00,67.80,54.9,78,80,Met Target†,53.4,4.4,6.5,30.8,13.6
7,800,130,CAMDEN,CHERRY HILL TWP,Woodcrest Elementary School,KG-05,1:1.7,89.8,100 kbps,No,Fiber,Fiber,Yes,171,94.8,54.40,53.20,43.5,54.1,54.5,Met Target†,172,95.3,68.00,67.80,54.9,68,67.2,Met Target,64.2,7.8,8.1,16.1,8.3
7,800,105,CAMDEN,CHERRY HILL TWP,Joyce Kilmer Elementary School,KG-05,1:2.7,89.8,100 kbps,No,Fiber,Fiber,Yes,229,96.8,47.60,53.20,43.5,47.6,53.2,Not Met,229,96.8,62.00,67.80,54.9,62,56.2,Met Target,47.0,11.4,15.2,21.1,31.0
7,800,115,CAMDEN,CHERRY HILL TWP,Thomas Paine Elementary School,KG-05,1:2.2,89.8,100 kbps,No,Fiber,Fiber,Yes,173,99.0,61.90,53.20,43.5,61.9,55.1,Met Target,173,99.0,67.10,67.80,54.9,67.1,62.1,Met Target,52.6,6.3,19.8,16.0,29.2
7,800,73,CAMDEN,CHERRY HILL TWP,Henry C. Beck Middle School,06-08,1:1.4,89.8,100 kbps,No,Fiber,Fiber,Yes,844,97.7,59.70,53.20,43.5,59.7,52.6,Met Target,843,97.2,78.10,67.80,54.9,78.1,66,Met Target,70.3,7.2,6.7,11.9,12.7
7,800,75,CAMDEN,CHERRY HILL TWP,Horace Mann Elementary School,KG-05,1:1.9,89.8,100 kbps,No,Fiber,Fiber,Yes,163,95.5,63.80,53.20,43.5,63.8,66.7,Met Target†,163,95.5,65.00,67.80,54.9,65,63.8,Met Target,64.8,5.6,11.5,10.2,16.1
7,800,74,CAMDEN,CHERRY HILL TWP,Rosa International Middle School,06-08,1:1.7,89.8,100 kbps,No,Fiber,Fiber,Yes,713,96.4,70.10,53.20,43.5,70.1,61.4,Met Target,715,96.5,80.40,67.80,54.9,80.4,67.7,Met Goal,57.9,6.1,6.1,26.3,12.6
7,800,110,CAMDEN,CHERRY HILL TWP,Kingston Elementary School,KG-05,1:2.2,89.8,100 kbps,No,Fiber,Fiber,Yes,209,96.9,53.10,53.20,43.5,53.1,54.8,Met Target†,208,96.9,58.20,67.80,54.9,58.2,54.3,Met Target,54.6,7.6,13.7,18.5,23.7
7,800,69,CAMDEN,CHERRY HILL TWP,Clara Barton Elementary School,KG-05,1:2.6,89.8,100 kbps,No,Fiber,Fiber,Yes,250,97.9,56.40,53.20,43.5,56.4,58.3,Met Target†,251,98.6,60.10,67.80,54.9,60.1,59.2,Met Target,50.7,10.6,19.2,15.4,30.5
7,800,68,CAMDEN,CHERRY HILL TWP,Bret Harte Elementary School,KG-05,1:1.3,89.8,100 kbps,No,Fiber,Fiber,Yes,207,98.7,60.90,53.20,43.5,60.9,58.1,Met Target,207,98.6,74.80,67.80,54.9,74.8,70.1,Met Target,72.1,6.9,5.0,12.4,9.3
7,800,67,CAMDEN,CHERRY HILL TWP,John A. Carusi Middle School,06-08,1:2.0,89.8,100 kbps,No,Fiber,Fiber,Yes,881,97.5,38.80,53.20,43.5,38.8,37.4,Met Target,884,97.4,60.20,67.80,54.9,60.2,52.8,Met Target,52.6,11.4,18.8,13.3,32.9
7,800,58,CAMDEN,CHERRY HILL TWP,A. Russell Knight Elementary School,KG-05,1:1.5,89.8,100 kbps,No,Fiber,Fiber,Yes,160,90.9,70.00,53.20,43.5,66.6,77.4,Not Met,160,90.8,80.00,67.80,54.9,76.1,74.7,Met Target,79.6,3.0,7.2,5.2,5.8
7,800,40,CAMDEN,CHERRY HILL TWP,Cherry Hill High School West,09-12,1:1.7,89.8,100 kbps,No,Fiber,Fiber,Yes,475,85.9,14.70,53.20,43.5,13.3,20.1,Not Met,511,85.6,39.30,67.80,54.9,35.5,32.6,Met Target,58.1,12.6,16.4,10.3,25.7
7,800,30,CAMDEN,CHERRY HILL TWP,Cherry Hill High School East,09-12,1:1.4,89.8,100 kbps,No,Fiber,Fiber,Yes,892,90.0,50.20,53.20,43.5,47.4,46.8,Met Target,958,90.7,71.30,67.80,54.9,68,51.3,Met Target,62.2,6.2,5.9,22.4,11.7
7,800,83,CAMDEN,CHERRY HILL TWP,James F. Cooper Elementary School,KG-05,1:2.1,89.8,100 kbps,No,Fiber,Fiber,Yes,121,97.0,62.80,53.20,43.5,62.8,61.3,Met Target,121,97.0,78.50,67.80,54.9,78.5,62.7,Met Target,56.3,7.9,8.3,23.8,14.7
7,800,113,CAMDEN,CHERRY HILL TWP,Richard Stockton Elementary School,KG-05,1:1.6,89.8,100 kbps,No,Fiber,Fiber,Yes,198,96.7,75.70,53.20,43.5,75.7,69.6,Met Target,199,97.2,80.90,67.80,54.9,80.9,77.2,Met Goal,66.3,4.3,7.0,15.2,7.0
23,3120,50,MIDDLESEX,METUCHEN BORO,Metuchen High School,09-12,1:0.8,90.0,100 kbps,No,N,Fiber,No,302,98.5,54.30,61.90,43.5,54.3,50.5,Met Target,305,98.5,77.70,77.40,54.9,77.7,69.7,Met Target,65.5,5.5,8.2,19.9,9.6
23,3120,60,MIDDLESEX,METUCHEN BORO,Campbell Elementary School,01-04,1:0.3,90.0,100 kbps,No,N,Fiber,No,302,98.1,70.60,61.90,43.5,70.6,67.1,Met Target,303,98.5,71.30,77.40,54.9,71.3,66.3,Met Target,54.7,2.7,13.1,20.4,6.2
23,3120,70,MIDDLESEX,METUCHEN BORO,Edgar Middle School,05-08,1:0.7,90.0,100 kbps,No,N,Fiber,No,711,98.8,61.40,61.90,43.5,61.4,59.2,Met Target,720,98.8,79.80,77.40,54.9,79.8,75.2,Met Target,59.3,4.5,11.5,23.8,7.7
39,1710,50,UNION,GARWOOD BORO,Lincoln,PK-08,1:1.1,90.4,100 kbps,No,N,Fiber,No,243,100.0,46.90,46.90,43.5,46.9,48,Met Target†,243,100.0,59.30,59.30,54.9,59.3,58.2,Met Target,78.3,1.3,18.3,,18.3
23,4920,65,MIDDLESEX,SOUTH RIVER BORO,South River Elementary School,PK-05,1:0.3,90.6,100 kbps,No,Fiber,Fiber,Yes,484,99.4,40.70,32.60,43.5,40.7,44.6,Not Met,482,99.2,45.80,42.90,54.9,45.8,44.8,Met Target,53.5,5.7,37.3,1.9,43.3
23,4920,50,MIDDLESEX,SOUTH RIVER BORO,South River High School,09-12,1:0.7,90.6,100 kbps,No,Fiber,Fiber,Yes,332,97.8,22.60,32.60,43.5,22.6,28,Not Met,329,97.2,44.70,42.90,54.9,44.7,56,Not Met,54.5,7.7,32.2,4.1,39.8
23,4920,55,MIDDLESEX,SOUTH RIVER BORO,South River Middle School,06-08,1:0.4,90.6,100 kbps,No,Fiber,Fiber,Yes,511,98.7,31.50,32.60,43.5,31.5,38.9,Not Met,510,99.1,38.80,42.90,54.9,38.8,48.6,Not Met,49.4,8.3,36.7,3.0,44.5
5,3070,40,BURLINGTON,MEDFORD LAKES BORO,Neeta School,03-08,1:0.6,91.4,100 kbps,No,N,Fiber,No,319,89.5,49.60,49.60,43.5,46.6,46.5,Met Target,320,89.5,62.60,62.60,54.9,58.8,54.5,Met Target,94.6,0.5,2.4,1.3,2.4
31,900,160,PASSAIC,CLIFTON CITY,School #11,KG-05,1:0.2,92.1,100 kbps,No,N,Fiber,No,225,98.1,28.90,34.10,43.5,28.9,41,Not Met,225,98.1,32.00,45.40,54.9,32,42.3,Not Met,29.5,5.0,61.4,3.4,65.1
31,900,150,PASSAIC,CLIFTON CITY,School #9,KG-05,1:0.3,92.1,100 kbps,No,N,Fiber,No,152,100.0,57.90,34.10,43.5,57.9,54.4,Met Target,152,100.0,65.80,45.40,54.9,65.8,62.4,Met Target,49.1,3.9,35.4,11.3,27.4
31,900,140,PASSAIC,CLIFTON CITY,School #8,PK-05,1:0.2,92.1,100 kbps,No,N,Fiber,No,91,96.0,52.80,34.10,43.5,52.8,50.2,Met Target,91,96.0,72.50,45.40,54.9,72.5,65.6,Met Target,36.6,4.5,41.6,15.9,52.5
31,900,230,PASSAIC,CLIFTON CITY,School #17,PK-05,1:0.3,92.1,100 kbps,No,N,Fiber,No,268,100.0,36.20,34.10,43.5,36.2,43.9,Not Met,268,100.0,39.50,45.40,54.9,39.5,38.5,Met Target,15.4,2.7,79.6,1.8,76.9
31,900,170,PASSAIC,CLIFTON CITY,School #12,PK-05,1:0.2,92.1,100 kbps,No,N,Fiber,No,327,98.9,43.50,34.10,43.5,43.5,45.9,Met Target†,326,98.9,49.70,45.40,54.9,49.7,48.6,Met Target,11.7,4.1,83.1,0.3,80.0
31,900,210,PASSAIC,CLIFTON CITY,School #16,KG-05,1:0.4,92.1,100 kbps,No,N,Fiber,No,98,93.6,40.90,34.10,43.5,40.1,44.7,Met Target†,98,93.6,38.80,45.40,54.9,38.1,45.7,Met Target†,40.6,2.9,34.8,21.3,27.5
31,900,190,PASSAIC,CLIFTON CITY,School #14,KG-05,1:0.3,92.1,100 kbps,No,N,Fiber,No,141,100.0,41.90,34.10,43.5,41.9,44.4,Met Target†,141,100.0,44.70,45.40,54.9,44.7,53.6,Not Met,46.2,4.9,30.2,17.0,41.0
31,900,30,PASSAIC,CLIFTON CITY,Clifton High School,09-12,1:0.6,92.1,100 kbps,No,N,Fiber,No,1211,97.3,19.40,34.10,43.5,19.4,20.9,Met Target†,1248,98.0,37.10,45.40,54.9,37.1,38.5,Met Target†,32.4,5.0,55.3,6.9,49.9
31,900,180,PASSAIC,CLIFTON CITY,School #13,KG-05,1:0.2,92.1,100 kbps,No,N,Fiber,No,207,99.1,37.60,34.10,43.5,37.6,46.1,Not Met,207,99.1,43.50,45.40,54.9,43.5,46.7,Met Target†,35.5,5.2,51.5,7.4,49.5
31,900,35,PASSAIC,CLIFTON CITY,Christopher Columbus Middle School,06-08,1:0.5,92.1,100 kbps,No,N,Fiber,No,1106,99.3,30.00,34.10,43.5,30,31,Met Target†,1105,99.2,38.70,45.40,54.9,38.7,39.4,Met Target†,27.4,4.7,62.7,4.9,64.6
31,900,70,PASSAIC,CLIFTON CITY,Woodrow Wilson Middle School,06-08,1:0.5,92.1,100 kbps,No,N,Fiber,No,1107,98.5,37.20,34.10,43.5,37.2,34.4,Met Target,1112,98.7,51.80,45.40,54.9,51.8,49.4,Met Target,38.6,4.9,49.7,6.3,47.6
31,900,80,PASSAIC,CLIFTON CITY,School #1,KG-05,1:0.4,92.1,100 kbps,No,N,Fiber,No,144,100.0,48.70,34.10,43.5,48.7,47.3,Met Target,144,100.0,62.50,45.40,54.9,62.5,55.7,Met Target,41.0,2.8,45.5,9.7,61.7
31,900,90,PASSAIC,CLIFTON CITY,School #2,KG-05,1:0.2,92.1,100 kbps,No,N,Fiber,No,196,98.1,51.50,34.10,43.5,51.5,52,Met Target†,197,98.6,63.40,45.40,54.9,63.4,61.5,Met Target,47.8,4.4,32.6,15.0,26.0
31,900,100,PASSAIC,CLIFTON CITY,School #3,KG-05,1:0.3,92.1,100 kbps,No,N,Fiber,No,158,100.0,52.50,34.10,43.5,52.5,53,Met Target†,157,99.4,60.50,45.40,54.9,60.5,61.6,Met Target†,35.4,2.0,57.8,4.4,55.4
31,900,200,PASSAIC,CLIFTON CITY,School #15,PK-05,1:0.3,92.1,100 kbps,No,N,Fiber,No,177,99.5,28.90,34.10,43.5,28.9,42.8,Not Met,177,99.5,52.00,45.40,54.9,52,59.1,Not Met,18.3,5.4,71.3,4.0,74.2
31,900,120,PASSAIC,CLIFTON CITY,School #5,KG-05,1:0.4,92.1,100 kbps,No,N,Fiber,No,196,99.5,43.90,34.10,43.5,43.9,44.2,Met Target†,196,99.5,51.60,45.40,54.9,51.6,49.4,Met Target,39.7,2.7,49.1,7.7,38.9
31,900,110,PASSAIC,CLIFTON CITY,School #4,KG-05,1:0.4,92.1,100 kbps,No,N,Fiber,No,97,99.0,28.80,34.10,43.5,28.8,31.9,Met Target†,96,98.0,36.40,45.40,54.9,36.4,34.2,Met Target,42.9,4.6,48.6,4.0,70.3
80,6020,985,CHARTERS,Pride Academy Charter School,Pride Academy Charter School,05-08,1:0.7,94.1,100 kbps,No,N,Fiber,No,206,100.0,41.70,41.70,43.5,41.7,42.2,Met Target†,206,100.0,63.10,63.10,54.9,63.1,65.9,Met Target†,,96.2,3.8,,82.2
37,5360,25,SUSSEX,VERNON TWP,Glen Meadow Middle School,07-08,1:1.5,94.9,100 kbps,No,N,Fiber,No,490,97.5,35.30,41.40,43.5,35.3,37.4,Met Target†,491,97.5,60.00,59.10,54.9,60,53.3,Met Target,83.4,3.8,9.2,2.3,17.2
37,5360,20,SUSSEX,VERNON TWP,Vernon Township High School,09-12,1:1.2,94.9,100 kbps,No,N,Fiber,No,443,96.2,34.80,41.40,43.5,34.8,42.8,Not Met,458,97.3,63.80,59.10,54.9,63.8,69.6,Not Met,85.9,2.6,9.4,0.9,14.2
37,5360,23,SUSSEX,VERNON TWP,Cedar Mountain Primary School,02-04,1:0.5,94.9,100 kbps,No,N,Fiber,No,219,97.0,50.70,41.40,43.5,50.7,54.7,Met Target†,221,97.8,52.50,59.10,54.9,52.5,57.5,Met Target†,82.4,2.2,11.1,2.2,19.8
37,5360,40,SUSSEX,VERNON TWP,Rolling Hills Primary School,02-04,1:0.9,94.9,100 kbps,No,N,Fiber,No,224,95.7,56.70,41.40,43.5,56.7,49.7,Met Target,224,95.7,55.80,59.10,54.9,55.8,49.1,Met Target,84.1,1.2,9.1,2.1,17.7
37,5360,30,SUSSEX,VERNON TWP,Lounsberry Hollow Middle School,05-06,1:1.1,94.9,100 kbps,No,N,Fiber,No,438,97.3,42.50,41.40,43.5,42.5,44.9,Met Target†,437,97.2,58.30,59.10,54.9,58.3,59.5,Met Target†,84.4,2.1,10.2,1.7,19.6
31,1920,15,PASSAIC,HALEDON BORO,Haledon Public School,PK-08,1:0.3,95.3,100 kbps,No,N,Fiber,No,595,97.1,35.40,35.40,43.5,35.4,37.3,Met Target†,597,97.4,53.60,53.60,54.9,53.6,49.1,Met Target,21.1,13.3,58.4,7.0,54.3
23,3530,300,MIDDLESEX,NEW BRUNSWICK CITY,LINCOLN ANNEX SCHOOL,03-08,1:1.1,98.0,100 kbps,No,Fiber,Fiber,Yes,615,99.5,13.30,19.10,43.5,13.3,N,N,615,99.5,19.60,26.00,54.9,19.6,N,N,0.2,3.0,96.1,0.5,92.8
23,3530,125,MIDDLESEX,NEW BRUNSWICK CITY,Roosevelt Elementary School,PK-05,1:0.6,98.0,100 kbps,No,Fiber,Fiber,Yes,394,98.6,27.40,19.10,43.5,27.4,31.2,Not Met,392,98.8,19.90,26.00,54.9,19.9,19.4,Met Target,0.5,3.3,96.1,0.1,93.2
23,3530,123,MIDDLESEX,NEW BRUNSWICK CITY,Paul Robeson Community School for the Arts,PK-06,1:0.5,98.0,100 kbps,No,Fiber,Fiber,Yes,230,99.6,38.70,19.10,43.5,38.7,45.3,Not Met,231,99.6,38.50,26.00,54.9,38.5,28.8,Met Target,0.2,10.4,89.0,,89.0
23,3530,100,MIDDLESEX,NEW BRUNSWICK CITY,Lord Stlrling Elementary School,PK-05,1:0.7,98.0,100 kbps,No,Fiber,Fiber,Yes,274,98.3,15.70,19.10,43.5,15.7,15.7,Met Target,275,98.3,20.40,26.00,54.9,20.4,16.3,Met Target,,7.5,91.8,0.3,93.8
23,3530,90,MIDDLESEX,NEW BRUNSWICK CITY,Livingston Elementary School,KG-05,1:0.5,98.0,100 kbps,No,Fiber,Fiber,Yes,186,100.0,27.40,19.10,43.5,27.4,32.6,Met Target†,186,100.0,25.30,26.00,54.9,25.3,31.1,Not Met,,7.5,91.7,0.9,93.8
23,3530,80,MIDDLESEX,NEW BRUNSWICK CITY,Lincoln Elementary School,PK-05,1:0.6,98.0,100 kbps,No,Fiber,Fiber,Yes,42,100.0,76.20,19.10,43.5,76.2,12.3,Met Target,42,100.0,92.90,26.00,54.9,92.9,11,Met Goal,0.8,2.8,94.7,1.4,93.5
23,3530,60,MIDDLESEX,NEW BRUNSWICK CITY,A Chester Redshaw School,PK-05,1:0.5,98.0,100 kbps,No,Fiber,Fiber,Yes,442,97.9,27.80,19.10,43.5,27.8,29.7,Met Target†,434,97.1,21.20,26.00,54.9,21.2,23.2,Met Target†,0.5,6.1,92.8,0.1,94.7
23,3530,55,MIDDLESEX,NEW BRUNSWICK CITY,New Brunswick Middle School,06-08,1:1.3,98.0,100 kbps,No,Fiber,Fiber,Yes,1276,99.3,15.20,19.10,43.5,15.2,18.7,Not Met,1276,99.5,21.70,26.00,54.9,21.7,25.8,Not Met,0.1,6.6,92.4,0.6,89.1
23,3530,50,MIDDLESEX,NEW BRUNSWICK CITY,New Brunswick High School,PK-12,1:0.9,98.0,100 kbps,No,Fiber,Fiber,Yes,1047,97.7,10.10,19.10,43.5,10.1,16.7,Not Met,998,97.9,31.20,26.00,54.9,31.2,31.6,Met Target†,0.8,12.4,86.4,0.4,87.0
23,3530,140,MIDDLESEX,NEW BRUNSWICK CITY,Woodrow Wilson Elementary School,PK-08,1:0.7,98.0,100 kbps,No,Fiber,Fiber,Yes,254,98.9,25.20,19.10,43.5,25.2,33.8,Not Met,254,98.9,43.30,26.00,54.9,43.3,40.6,Met Target,8.3,19.9,69.9,1.5,67.9
23,3530,110,MIDDLESEX,NEW BRUNSWICK CITY,Mckinley Community School,PK-08,1:0.9,98.0,100 kbps,No,Fiber,Fiber,Yes,371,99.2,24.80,19.10,43.5,24.8,22,Met Target,371,99.0,25.90,26.00,54.9,25.9,21.6,Met Target,0.3,25.5,73.4,0.3,81.4
80,6017,932,CHARTERS,Foundation Academy CS,Foundation Academy Charter School,KG-12,1:0.1,99.8,100 kbps,No,N,Fiber,No,508,100.0,44.30,44.30,43.5,44.3,48.6,Not Met,505,99.4,52.70,52.70,54.9,52.7,56.3,Met Target†,0.9,54.4,43.8,0.5,83.4
7,1799,111,CAMDEN,"KIPP: Cooper Norcross, A New Jersey Nonprofit Corporation","KIPP: Cooper Norcross, A New Jersey Nonprofit Corporation",KG-08,N,,100 kbps,No,N,Fiber,No,187,98.8,20.90,20.90,43.5,20.9,N,N,187,99.0,37.40,37.40,54.9,37.4,N,N,1.4,57.5,32.8,0.1,97.3
7,1801,113,CAMDEN,"Camden Prep, Inc.","Camden Prep, Inc.",KG-05,N,,100 kbps,No,N,Fiber,No,141,99.3,49.00,49.00,43.5,49,N,N,141,99.3,34.70,34.70,54.9,34.7,N,N,1.5,79.9,18.6,,100.0
80,6060,942,CHARTERS,Atlantic Community Charter School,Atlantic Community Charter School,KG-06,1:0.6,,100 kbps,No,N,Fiber,No,105,92.1,21.90,21.90,43.5,21.3,31.5,Not Met,105,92.1,22.90,22.90,54.9,22.2,26.5,Met Target†,1.4,88.5,9.1,0.7,94.1
80,6101,992,CHARTERS,College Achieve Central Charter School,College Achieve Central Charter School,KG-07,N,,100 kbps,No,N,Fiber,No,175,98.4,26.90,26.90,43.5,26.9,N,N,175,98.4,34.30,34.30,54.9,34.3,N,N,1.0,28.0,69.8,0.3,61.4
80,6104,995,CHARTERS,International Academy of Atlantic City Charter School,International Academy of Atlantic City Charter School,KG-04,N,,100 kbps,No,N,Fiber,No,96,97.0,28.10,28.10,43.5,28.1,N,N,96,98.0,26.00,26.00,54.9,26,N,N,1.0,59.2,39.8,,100.0
80,6107,998,CHARTERS,Camden’s Promise Charter School,Camden's Promise Charter School,KG-12,N,,100 kbps,No,N,Fiber,No,912,99.8,28.40,28.40,43.5,28.4,N,N,912,99.8,49.10,49.10,54.9,49.1,N,N,,22.2,77.2,0.4,89.5
80,6183,914,CHARTERS,Trenton Stem-to-Civics CS,Trenton Stem-to-Civics Charter School,09-11,N,,100 kbps,No,N,Fiber,No,202,98.5,*,*,43.5,*,12.2,Not Met,202,98.5,20.80,20.80,54.9,20.8,35.8,Not Met,0.3,64.3,35.0,0.3,88.5
